Genes,Phos Site No,Domain No,Protein Mass,Transcript Length,Gene Length,Exon No,CDS Length,Isoform No,Amino Acid Length,target
ACP2,2,1,48344,1411.75,9601.0,10.25,1184.560975609756,8,293.375,Expanded Negatives
ACP5,2,1,36599,943.5,4348.0,4.076923076923077,621.3333333333334,11,182.72727272727272,Expanded Negatives
ACP6,5,1,48886,2124.6666666666665,40872.0,6.2,704.1702127659573,7,210.0,Expanded Negatives
ACRBP,3,1,61359,1311.5,9358.0,5.222222222222221,1184.3235294117646,5,329.0,Expanded Negatives
ACSBG2,4,1,74354,1779.2857142857142,57847.0,8.384615384615385,1281.8736842105263,11,290.54545454545456,Expanded Negatives
ACSF3,9,2,64130,1383.833333333333,75746.0,6.0,1186.1632653061224,14,305.7857142857143,Expanded Negatives
ACSL4,25,1,79188,2336.875,109159.0,6.666666666666668,1534.0958904109589,9,317.22222222222223,Expanded Negatives
ACSL5,17,1,75991,3343.6,54362.0,14.111111111111109,2072.076923076923,5,689.4,Expanded Negatives
ACSM3,8,2,66153,1068.0,187338.0,5.8,1116.9375,9,256.77777777777777,Expanded Negatives
ACSM5,7,2,64760,1594.0,31802.0,5.285714285714286,1194.75,4,243.25,Expanded Negatives
ACSS1,6,3,74857,2955.75,52750.0,8.8,1745.071428571429,4,496.25,Expanded Negatives
ACTL6A,7,1,47461,1490.5,25521.0,6.2142857142857135,1027.2222222222224,5,282.8,Expanded Negatives
ACTL7B,7,1,45234,2379.0,2378.0,1.0,1248.0,1,415.0,Expanded Negatives
ACTL8,5,1,41360,1755.5,71730.0,2.5,1101.0,2,366.0,Expanded Negatives
ACTR10,14,1,46307,1547.5,35556.0,7.0625,629.9125,9,169.55555555555554,Expanded Negatives
ACTR3C,7,1,23712,2301.1666666666665,79809.0,4.666666666666667,555.1785714285714,6,150.66666666666666,Expanded Negatives
ACTR5,4,1,68297,2547.0,24060.0,9.0,1824.0,1,607.0,Expanded Negatives
ACTR6,3,1,45810,1659.4,42743.0,7.615384615384616,713.6117647058824,9,224.33333333333331,Expanded Negatives
ACTR8,12,1,70484,1895.0,15086.0,7.333333333333332,1411.2564102564102,4,404.25,Expanded Negatives
ACTRT1,6,1,41696,1437.0,1436.0,1.0,1131.0,1,376.0,Expanded Negatives
ACVR1,3,3,57153,1509.5555555555554,139418.0,7.0,1073.0298507462687,9,263.6666666666667,Expanded Negatives
ACVR2A,4,2,57848,4249.0,86309.0,6.428571428571429,1437.1764705882354,3,477.0,Expanded Negatives
ACVRL1,5,2,56124,1532.666666666667,16453.0,4.875,1114.8,6,293.3333333333333,Expanded Negatives
ACY1,2,2,45885,1169.5,5857.0,8.344827586206897,738.6564417177915,14,217.78571428571428,Expanded Negatives
ADA,15,1,40764,1312.0,32711.0,7.888888888888888,816.0,4,260.0,Expanded Negatives
ADAD2,2,2,61755,1693.0,6030.0,6.0,1640.888888888889,3,505.0,Expanded Negatives
ADAM12,4,4,99542,4132.0,376074.0,9.0,2204.4705882352937,3,641.6666666666666,Expanded Negatives
ADAM15,6,4,92959,2670.6,12209.0,12.625,2387.6720647773277,12,781.6666666666665,Expanded Negatives
ADAM17,19,4,93021,2523.5,68246.0,12.75,657.21,8,284.75,Expanded Negatives
ADAM19,11,4,104997,3880.0,180241.0,16.4,2037.15,4,658.5,Expanded Negatives
ADAM28,3,4,87148,2912.25,64978.0,8.833333333333334,1314.2317073170732,6,358.5,Expanded Negatives
ADAM30,2,4,88940,2963.0,2962.0,1.0,2373.0,1,790.0,Expanded Negatives
ADAM9,24,4,90556,2503.75,99090.14159292036,8.071428571428571,1917.8842105263159,7,448.8571428571428,Expanded Negatives
ADAMTS1,8,6,105358,1696.75,9654.0,4.666666666666667,1587.35,4,366.5,Expanded Negatives
ADAMTS13,10,4,153604,3380.666666666666,45044.0,20.11111111111111,2708.245398773006,16,721.125,Expanded Negatives
ADAMTS4,4,5,90197,5869.0,14752.0,4.333333333333333,2242.3636363636365,2,588.0,Expanded Negatives
ADAMTS5,8,5,101718,9621.0,49166.0,8.5,1629.3529411764707,1,930.0,Expanded Negatives
ADAMTS9,7,6,216491,5180.75,172346.0,17.3,4669.157894736842,5,1078.0,Expanded Negatives
ADAMTSL1,21,4,193409,2168.777777777778,1004387.0,8.8,2361.6792452830186,11,462.3636363636364,Expanded Negatives
ADAMTSL3,11,3,188692,7086.0,385754.0,13.875,5062.5,2,1686.5,Expanded Negatives
ADAMTSL4,15,3,116545,3911.0,11568.0,13.166666666666664,3119.5774647887324,4,1030.5,Expanded Negatives
ADAP1,5,2,43395,1515.666666666667,57507.0,7.315789473684211,891.7009345794393,12,280.4166666666667,Expanded Negatives
ADARB1,19,2,80763,3935.285714285714,152707.0,8.333333333333334,2051.314606741573,9,584.5555555555555,Expanded Negatives
ADARB2,12,2,80621,3662.666666666666,560212.0,4.0,1537.9411764705883,3,376.0,Expanded Negatives
ADAT3,4,1,38071,1291.0,8048.0,2.0,656.0,2,218.0,Expanded Negatives
ADCY6,10,3,130615,4617.75,22843.0,10.555555555555557,3303.296875,4,870.0,Expanded Negatives
ADCY7,13,3,120308,2674.428571428572,71998.0,9.266666666666667,2300.241071428572,8,507.875,Expanded Negatives
ADCYAP1R1,4,2,53314,2743.714285714286,59018.0,12.857142857142858,1342.6666666666667,7,378.8571428571428,Expanded Negatives
ADH1A,12,2,39859,1454.0,14634.0,6.0,1128.0,1,375.0,Expanded Negatives
ADH1B,14,2,39855,2750.75,47789.0,7.142857142857142,1065.6486486486488,4,355.0,Expanded Negatives
ADH4,9,2,40222,1521.5,34135.0,6.916666666666668,810.2777777777777,9,246.55555555555557,Expanded Negatives
ADH5,8,2,39724,1559.666666666667,17823.0,5.615384615384616,506.625,6,159.66666666666666,Expanded Negatives
ADH7,3,2,41481,1627.8,23476.0,7.333333333333332,1009.3809523809523,5,315.6,Expanded Negatives
ADHFE1,4,1,50308,1964.0,36415.0,8.75,560.8421052631579,11,150.9090909090909,Expanded Negatives
ADIPOR1,5,1,42616,1286.0,17746.0,6.2,783.25,4,254.25,Expanded Negatives
ADIPOR2,1,1,43884,3971.0,100100.0,3.4285714285714284,1161.0,2,386.0,Expanded Negatives
ADK,2,1,40545,1835.0,558118.0,8.0,1009.9285714285713,4,334.75,Expanded Negatives
ADM,3,1,20420,1192.25,2324.0,3.25,445.96153846153845,8,139.375,Expanded Negatives
ADNP,49,1,123563,4583.5,42521.0,4.0,2621.90625,9,764.1111111111112,Expanded Negatives
ADPRH,5,1,39507,2367.0,10677.0,3.571428571428572,934.6,5,310.6,Expanded Negatives
ADRM1,19,2,42153,1251.25,6769.0,7.2,1119.3636363636363,4,330.75,Expanded Negatives
ADSL,12,2,54889,1359.6666666666667,43963.0,7.391304347826088,1051.625,17,274.11764705882354,Expanded Negatives
AEBP1,7,3,130929,1996.25,10217.0,6.888888888888888,1720.2033898305085,8,324.625,Expanded Negatives
AEN,3,1,36350,1983.5,10944.0,2.333333333333333,831.0,2,252.0,Expanded Negatives
AFAP1,56,1,80725,5141.8,181212.0,9.2,2264.3142857142857,5,636.0,Expanded Negatives
AFAP1L1,27,1,86432,4171.5,71778.0,11.0,2244.2432432432433,2,746.5,Expanded Negatives
AFAP1L2,45,1,91300,2882.333333333333,109932.0,10.5,2160.8936170212764,3,648.0,Expanded Negatives
AFF1,39,1,131422,3370.75,206052.0,9.727272727272727,2624.151515151515,8,604.875,Expanded Negatives
AFF3,33,1,133503,2289.5,597320.0,8.666666666666666,2353.829268292683,13,390.6923076923077,Expanded Negatives
AFF4,102,1,127459,3484.5,88239.0,8.444444444444445,2531.333333333333,4,595.5,Expanded Negatives
AFP,6,1,68678,2199.0,25036.0,6.571428571428571,1848.8275862068963,2,615.5,Expanded Negatives
AFTPH,35,1,102113,2872.6,68700.0,8.142857142857142,2075.5625,6,623.0,Expanded Negatives
AGA,3,1,37208,971.6666666666665,11663.0,5.166666666666667,724.1578947368422,3,212.66666666666663,Expanded Negatives
AGAP4,4,2,73070,2147.6,28281.0,6.625,1753.2631578947367,5,561.4,Expanded Negatives
AGBL5,9,2,97534,1193.2857142857142,28258.0,7.2,1883.280701754386,8,358.625,Expanded Negatives
AGFG1,30,1,58260,2714.428571428572,89062.0,10.0,1508.421052631579,7,448.28571428571433,Expanded Negatives
AGGF1,14,3,80977,2816.0,35983.0,6.5,1496.9545454545455,3,325.6666666666667,Expanded Negatives
AGMAT,1,1,37660,3095.0,13352.0,7.0,1059.0,1,352.0,Expanded Negatives
AGO3,21,6,97360,6408.0,141782.0,10.714285714285714,1344.557142857143,5,401.6,Expanded Negatives
AGO4,9,6,97097,7272.0,49874.0,7.666666666666668,2586.0,1,861.0,Expanded Negatives
AGPAT1,3,1,31717,2172.2619047619046,9884.0,6.5,852.0,42,283.0,Expanded Negatives
AGPAT2,8,1,30914,1431.333333333333,14314.0,4.8,810.3333333333335,3,267.3333333333333,Expanded Negatives
AGPAT3,4,2,43381,2673.454545454545,122369.0,6.277777777777778,958.4567901234567,11,273.72727272727275,Expanded Negatives
AGPAT4,8,2,44021,4265.0,144094.0,5.8,616.9655172413792,5,178.6,Expanded Negatives
AGPS,15,2,72912,3216.0,166531.0,13.0,1671.4126984126983,4,487.5,Expanded Negatives
AGR2,10,1,19979,955.0,41622.0,5.142857142857143,472.2592592592592,4,153.25,Expanded Negatives
AGTPBP1,10,2,138448,4324.0,195490.0,16.0,3697.470588235294,4,1232.0,Expanded Negatives
AGTR2,1,1,41184,2862.0,4230.0,3.0,1092.0,1,363.0,Expanded Negatives
AGTRAP,6,1,17419,970.8571428571428,18718.0,4.857142857142857,416.1627906976744,8,137.625,Expanded Negatives
AGXT,6,1,43010,2900.0,11678.0,5.75,1179.0,1,392.0,Expanded Negatives
AGXT2,5,1,57156,1987.0,50034.0,8.833333333333334,1400.7692307692307,3,464.0,Expanded Negatives
AHCTF1,127,2,252498,8758.666666666666,92869.0,21.571428571428577,6666.567567567568,4,1730.5,Expanded Negatives
AHCY,15,2,47716,2258.0,31534.0,6.5,1257.0,2,418.0,Expanded Negatives
AHCYL2,28,2,66721,2416.5714285714284,205188.0,9.583333333333334,1539.4893617021273,7,430.28571428571433,Expanded Negatives
AHI1,22,2,137115,2684.6,214233.0,12.0,2579.6020942408372,13,542.7692307692306,Expanded Negatives
AHR,11,3,96147,6600.5,429793.0,6.7142857142857135,2529.2368421052633,3,843.0,Expanded Negatives
AHRR,6,2,76265,1535.2,140350.86301369866,5.615384615384616,1225.9420289855072,9,347.5555555555556,Expanded Negatives
AHSG,13,1,39341,1563.5,8258.0,6.0,1105.5,2,367.5,Expanded Negatives
AIDA,11,2,35023,2023.5,45197.0,8.166666666666666,811.6666666666665,2,265.0,Expanded Negatives
AIFM3,9,3,66791,1849.166666666667,16252.0,8.944444444444445,1482.0555555555554,8,375.625,Expanded Negatives
AIM2,4,2,38954,994.0,84612.0,5.25,855.0,2,255.0,Expanded Negatives
AIMP1,8,1,34353,2021.25,33682.0,6.5,864.3461538461537,4,277.5,Expanded Negatives
AIMP2,11,3,35349,1055.0,14579.0,3.75,680.4,4,215.25,Expanded Negatives
AIRE,5,3,57727,2690.0,12810.0,11.0,1638.0,1,545.0,Expanded Negatives
AJUBA,25,1,56934,1681.7142857142858,11374.0,5.625,804.3953488372093,7,223.42857142857144,Expanded Negatives
AK2,21,2,26478,1486.25,73056.0,4.666666666666667,505.21153846153845,9,156.11111111111111,Expanded Negatives
AK4,4,2,25268,5516.25,84596.0,5.375,636.5454545454545,4,210.0,Expanded Negatives
AK6,5,1,20061,926.6,19030.5,4.2,409.57142857142856,10,127.6,Expanded Negatives
AK7,8,2,82658,1781.0,97299.0,6.2,1787.608695652174,3,327.3333333333333,Expanded Negatives
AK8,3,1,54926,2072.0,153199.0,8.8,1440.0,1,479.0,Expanded Negatives
AK9,12,2,221413,2161.7,198361.0,11.916666666666664,2755.5846153846155,11,499.8181818181818,Expanded Negatives
AKAP1,40,3,97342,1543.0,36254.0,6.315789473684211,1759.6833333333334,19,385.6315789473685,Expanded Negatives
AKAP10,25,1,73818,1669.75,74041.0,6.1818181818181825,1030.258064516129,9,205.66666666666663,Expanded Negatives
AKAP13,132,4,307550,3743.857142857143,368787.0,9.708333333333334,5110.717821782177,14,876.1428571428571,Expanded Negatives
AKAP3,16,2,94751,1952.75,33543.0,4.0,1755.7368421052633,4,490.75,Expanded Negatives
AKAP4,42,2,94477,1851.25,10230.0,5.666666666666668,1664.0434782608695,4,541.5,Expanded Negatives
AKAP8,28,1,76108,3665.0,26413.0,8.8,1181.40625,3,334.3333333333333,Expanded Negatives
AKAP8L,23,1,71640,1139.0,39091.0,7.3,1050.6025641025642,8,275.625,Expanded Negatives
AKNA,64,1,155139,4628.0,60249.0,12.666666666666664,3509.769230769231,6,1058.3333333333333,Expanded Negatives
AKR1B1,16,1,35853,1361.0,16928.0,5.285714285714286,777.75,3,227.0,Expanded Negatives
AKR1B10,13,1,36020,1619.0,13845.0,6.25,951.0,1,316.0,Expanded Negatives
AKR1C3,22,1,36853,1049.75,72332.0,5.454545454545454,861.1818181818181,4,275.25,Expanded Negatives
AKR1C4,16,1,37067,1303.0,23487.0,7.333333333333332,972.0,2,323.0,Expanded Negatives
AKR1D1,8,1,37377,1611.0,115981.0,6.666666666666668,840.8571428571429,4,249.25,Expanded Negatives
AKR7A3,12,1,37206,1215.0,6197.0,7.0,996.0,1,331.0,Expanded Negatives
AKT2,28,3,55769,1148.0,55219.0,6.095238095238094,611.3282051282051,28,162.35714285714286,Expanded Negatives
AKT3,18,3,55775,2748.888888888889,364721.5109489051,8.058823529411764,1321.301886792453,9,397.22222222222223,Expanded Negatives
ALAD,5,1,36295,1237.75,14978.0,5.5555555555555545,639.3913043478261,4,130.75,Expanded Negatives
ALAS1,6,2,70581,1708.333333333333,16241.0,8.666666666666666,1769.4230769230771,6,485.66666666666674,Expanded Negatives
ALAS2,5,2,64633,1116.625,21922.0,7.111111111111112,1188.2033898305085,9,360.77777777777777,Expanded Negatives
ALB,53,1,69367,1579.2222222222224,24368.0,8.0,1301.1596638655462,10,413.1,Expanded Negatives
ALDH18A1,14,2,87302,3344.5,50770.0,10.0,2385.0,2,794.0,Expanded Negatives
ALDH1A2,8,1,56724,1913.75,544442.0,6.04,1044.6813186813188,10,258.9,Expanded Negatives
ALDH1A3,11,1,56108,2203.5,38912.0,6.142857142857142,1063.4857142857145,5,260.8,Expanded Negatives
ALDH1B1,10,1,57206,1806.0,5959.0,2.5,855.6,2,323.5,Expanded Negatives
ALDH1L2,9,4,101746,5384.333333333333,87859.0,13.571428571428573,2010.7464788732395,3,406.0,Expanded Negatives
ALDH3A1,11,1,50395,1238.8,10959.0,6.352941176470589,1114.847058823529,11,316.27272727272725,Expanded Negatives
ALDH3B1,7,1,51840,1573.142857142857,20704.0,7.8,934.3478260869563,9,273.8888888888889,Expanded Negatives
ALDH8A1,4,1,53401,1479.4,32722.0,5.0,1007.5,6,277.6666666666667,Expanded Negatives
ALDH9A1,7,1,53802,2696.0,36647.0,5.0,1557.0,1,518.0,Expanded Negatives
ALDOB,19,1,39473,1448.166666666667,29104.0,6.222222222222222,982.875,7,312.7142857142857,Expanded Negatives
ALG1,3,1,52518,1509.2,53456.0,9.333333333333334,867.9230769230769,6,267.5,Expanded Negatives
ALG10,4,1,55606,1742.0,7226.0,2.75,679.0,3,225.33333333333331,Expanded Negatives
ALG3,3,1,50126,1431.25,7247.0,5.357142857142857,845.0740740740739,7,260.85714285714283,Expanded Negatives
ALG5,6,1,36946,1169.0,50523.0,6.0,932.3684210526317,2,309.0,Expanded Negatives
ALG6,2,1,58121,3325.0,70978.0,9.25,717.7741935483872,8,252.0,Expanded Negatives
ALG8,5,1,60088,898.8,38717.0,7.095238095238094,848.5,17,238.7647058823529,Expanded Negatives
ALG9,4,1,69863,3389.2,89386.0,8.117647058823529,1045.5,11,271.27272727272725,Expanded Negatives
ALKBH2,3,1,29322,876.2857142857142,5443.0,2.75,581.75,7,179.4285714285714,Expanded Negatives
ALKBH3,6,1,33375,964.5,39463.0,6.083333333333332,546.8627450980391,7,161.71428571428572,Expanded Negatives
ALKBH5,25,1,44256,2382.0,26876.0,3.333333333333333,673.5,2,223.5,Expanded Negatives
ALKBH8,7,4,75208,2745.0,63020.0,9.571428571428571,1469.3809523809525,6,433.5,Expanded Negatives
ALOX12,9,2,75694,1417.5,14705.0,7.333333333333332,1584.3684210526314,2,405.0,Expanded Negatives
ALOX12B,10,2,80356,1868.0,15080.0,6.833333333333332,1780.4347826086953,3,597.0,Expanded Negatives
ALOX15,3,2,74804,1803.4,11392.0,7.857142857142858,1762.145833333333,5,412.0,Expanded Negatives
ALOX15B,1,2,75857,2376.75,10100.0,13.2,1949.8867924528306,4,647.25,Expanded Negatives
ALOX5,24,2,77983,2282.1666666666665,71943.0,6.5,1447.8,6,476.66666666666674,Expanded Negatives
ALOX5AP,1,1,18157,1064.0,50948.0,4.333333333333333,579.2727272727273,2,189.5,Expanded Negatives
ALPI,5,1,56812,3241.0,4628.0,10.5,904.1428571428572,2,289.0,Expanded Negatives
ALPK1,11,1,138861,4926.25,157112.0,7.7894736842105265,2457.396226415094,7,624.0,Expanded Negatives
ALPK3,31,2,201272,10917.0,56802.0,9.0,5724.0,1,1907.0,Expanded Negatives
ALPP,28,1,57954,2754.0,4165.0,5.666666666666668,1608.0,1,535.0,Expanded Negatives
ALS2CL,1,2,107748,4192.0,24709.0,17.4,2106.08,4,685.75,Expanded Negatives
ALX1,11,2,36961,1332.0,21564.0,4.0,981.0,1,326.0,Expanded Negatives
ALX4,5,2,44241,5727.0,49699.0,4.0,1236.0,1,411.0,Expanded Negatives
AMACR,6,2,42387,1836.571428571429,21939.0,4.888888888888889,919.1538461538463,8,299.875,Expanded Negatives
AMBN,1,1,48283,1838.0,15032.0,13.333333333333336,1328.325,3,441.66666666666674,Expanded Negatives
AMBP,2,2,38999,920.5,18201.0,8.25,815.16,3,261.0,Expanded Negatives
AMD1,5,1,38340,2781.75,20943.0,6.25,669.3,6,188.5,Expanded Negatives
AMDHD1,3,1,46743,1396.0,25389.0,5.75,680.047619047619,3,181.0,Expanded Negatives
AMER1,38,1,124029,8407.0,20591.0,2.0,3408.0,2,1135.0,Expanded Negatives
AMER2,7,1,69507,6626.0,10604.0,2.0,1748.25,2,611.5,Expanded Negatives
AMFR,12,3,72996,1618.4,64093.0,4.916666666666667,1144.4761904761906,5,324.8,Expanded Negatives
AMIGO2,5,3,57934,3225.666666666666,4244.0,2.6666666666666665,1569.0,3,522.0,Expanded Negatives
AMMECR1,6,1,35463,3927.333333333334,246047.0,4.8,817.421052631579,3,279.6666666666667,Expanded Negatives
AMN,2,1,47754,873.3333333333335,10940.0,6.2857142857142865,993.4736842105265,3,230.33333333333331,Expanded Negatives
AMOT,23,1,118085,4543.8,66312.0,9.833333333333334,2609.0181818181823,5,858.4,Expanded Negatives
AMOTL1,43,1,106574,6159.0,170317.0,7.0,2405.1666666666665,3,669.0,Expanded Negatives
AMOTL2,27,1,85764,1978.4,19605.0,5.153846153846153,1864.203703703704,10,394.9,Expanded Negatives
AMPD1,7,1,90219,2383.5,22528.0,10.428571428571429,1789.2666666666669,3,582.3333333333334,Expanded Negatives
AMPD3,16,1,88812,2706.428571428572,199266.0,7.9444444444444455,1747.0081967213116,11,469.0,Expanded Negatives
AMT,6,2,43946,1621.466666666667,5978.0,6.385964912280703,796.1428571428571,21,248.14285714285717,Expanded Negatives
ANAPC1,74,2,216500,4419.666666666667,273051.0,11.818181818181818,4289.6132075471705,5,790.6,Expanded Negatives
ANAPC10,8,1,21252,887.4444444444445,266633.0,4.9444444444444455,450.2264150943397,10,148.0,Expanded Negatives
ANAPC16,2,1,11667,3299.333333333333,19860.0,3.6,314.25,3,101.66666666666669,Expanded Negatives
ANAPC2,23,2,93828,2655.0,13776.0,4.125,2469.0,1,822.0,Expanded Negatives
ANAPC4,19,2,92116,1959.666666666667,41285.0,10.090909090909092,2024.875,4,465.5,Expanded Negatives
ANAPC5,16,1,85077,1618.0,91651.0,7.636363636363638,1636.2558139534885,8,429.25,Expanded Negatives
ANAPC7,19,2,66855,2051.6666666666665,30830.0,4.75,1313.7586206896553,4,334.75,Expanded Negatives
ANGEL1,7,1,75276,1692.0,40068.0,4.833333333333333,1008.6666666666665,5,246.4,Expanded Negatives
ANGPT1,14,1,57513,2436.0,248573.0,5.75,1150.8055555555557,5,324.0,Expanded Negatives
ANGPT2,3,1,56919,3120.25,63758.0,8.5,1427.3823529411764,4,473.5,Expanded Negatives
ANKHD1,63,2,269458,3373.357142857143,138042.0,10.666666666666666,3539.631067961165,14,920.7142857142856,Expanded Negatives
ANKIB1,26,2,122002,3443.5,155409.0,6.7142857142857135,1675.1627906976746,5,304.6,Expanded Negatives
ANKLE2,58,2,104114,2973.75,36329.0,5.833333333333332,1601.1,5,380.0,Expanded Negatives
ANKMY2,8,2,49299,1323.0,46038.0,6.833333333333332,952.7027027027028,5,252.2,Expanded Negatives
ANKRA2,5,2,34272,1531.5,13477.0,4.0,795.9285714285713,2,245.0,Expanded Negatives
ANKRD11,76,2,297913,2776.0,222931.0,5.738095238095237,2267.8176795580107,25,493.16,Expanded Negatives
ANKRD12,63,2,235652,4416.0,149757.0,6.4444444444444455,3550.108695652174,7,663.7142857142858,Expanded Negatives
ANKRD13A,12,2,67619,1563.25,40577.0,6.8,993.2727272727273,5,264.0,Expanded Negatives
ANKRD13B,6,2,70205,1836.25,24992.0,10.222222222222221,1621.5,5,414.8,Expanded Negatives
ANKRD13C,3,2,60818,4492.5,95735.0,7.6,1575.6,2,523.5,Expanded Negatives
ANKRD13D,11,2,58476,1855.0,13938.0,6.777777777777778,1430.638888888889,7,365.0,Expanded Negatives
ANKRD17,83,4,274258,6880.333333333332,185422.0,18.09090909090909,6591.607142857143,6,1986.166666666667,Expanded Negatives
ANKRD2,1,2,39859,1330.5,11385.0,8.5,995.9117647058824,4,330.0,Expanded Negatives
ANKRD26,41,4,196411,4726.333333333333,108584.0,14.333333333333336,4790.756756756758,3,1216.3333333333333,Expanded Negatives
ANKRD27,22,4,116984,1788.0,79591.0,8.777777777777779,1581.4657534246576,7,278.57142857142856,Expanded Negatives
ANKRD28,7,3,112966,6473.5,192535.0,12.866666666666667,2688.6902654867263,5,748.2,Expanded Negatives
ANKRD30A,18,3,158835,4524.75,258323.0,31.6,4165.350993377483,4,1384.75,Expanded Negatives
ANKRD49,4,2,27290,1281.5714285714287,5599.0,2.636363636363636,433.36,9,147.33333333333334,Expanded Negatives
ANKRD50,40,2,155859,6505.0,48684.0,4.5,4051.333333333334,2,1339.5,Expanded Negatives
ANKRD53,8,2,59571,1865.25,7119.0,4.571428571428571,1212.72,4,405.75,Expanded Negatives
ANKRD54,4,2,32505,966.7142857142856,18472.0,6.083333333333332,586.9180327868852,9,191.0,Expanded Negatives
ANKRD6,9,4,79971,1816.9285714285716,200682.0,7.636363636363638,1468.259842519685,15,330.3333333333333,Expanded Negatives
ANKS1A,47,5,123108,4473.0,202151.0,16.25,3135.5084745762706,3,927.6666666666665,Expanded Negatives
ANKS4B,10,2,46597,4323.0,20151.0,2.0,1254.0,2,417.0,Expanded Negatives
ANKS6,10,2,92219,4016.0,65636.0,8.714285714285714,1917.4615384615383,3,598.6666666666666,Expanded Negatives
ANO1,25,2,114078,2274.428571428572,111226.0,12.6,2075.5135135135133,7,547.7142857142857,Expanded Negatives
ANO10,1,1,76329,1242.0714285714287,336735.0,6.411764705882352,1230.6732673267327,14,296.64285714285717,Expanded Negatives
ANO2,9,2,113969,2755.666666666666,414363.0,11.0,2831.631578947369,5,658.0,Expanded Negatives
ANO3,4,2,114657,3393.75,353690.0,17.6,2663.674698795181,4,746.75,Expanded Negatives
ANO5,5,2,107188,6651.0,483423.0,17.0,2742.0,1,913.0,Expanded Negatives
ANO6,11,2,106165,5253.75,224417.0,15.142857142857142,2598.2093023255816,5,741.4,Expanded Negatives
ANO8,14,1,136034,3041.5,11632.0,12.75,2463.428571428572,3,798.0,Expanded Negatives
ANP32A,13,1,28585,1582.0,42362.0,4.363636363636363,505.26315789473676,3,168.33333333333334,Expanded Negatives
ANP32B,8,1,28788,1483.0,32602.0,4.666666666666667,756.0,1,251.0,Expanded Negatives
ANPEP,20,3,109540,1654.333333333333,30506.0,6.0,1739.078947368421,5,263.6,Expanded Negatives
ANTXR1,16,3,62789,2521.25,236149.0,9.571428571428571,1205.9245283018868,4,361.0,Expanded Negatives
ANTXR2,16,3,53666,3176.0,224308.0,10.666666666666666,1208.5875,5,403.8,Expanded Negatives
ANXA13,8,1,35415,1202.3333333333333,56608.0,5.833333333333332,875.2758620689655,3,262.0,Expanded Negatives
ANXA4,15,1,35883,2032.5,182687.0,7.083333333333332,699.2926829268292,5,155.4,Expanded Negatives
ANXA9,2,1,38364,1551.0,13385.0,9.5,1038.0,1,345.0,Expanded Negatives
AOC1,5,3,85378,2225.5,36877.0,4.857142857142857,2033.0689655172412,6,601.5,Expanded Negatives
AOC2,6,3,83673,2624.5,6127.0,4.0,2230.5,2,742.5,Expanded Negatives
AOX1,19,6,147918,1690.5,91050.0,13.25,2790.7037037037044,4,468.0,Expanded Negatives
AP1AR,19,1,34280,1857.333333333333,38310.0,5.666666666666668,775.9090909090909,3,215.66666666666663,Expanded Negatives
AP1G2,15,2,87117,1547.8,8505.0,6.764705882352941,1494.7272727272727,8,297.75,Expanded Negatives
AP1S2,5,1,18615,1565.2,29125.0,4.666666666666667,469.72,5,155.2,Expanded Negatives
AP1S3,3,1,18280,1328.6666666666667,86341.0,4.5,357.22222222222223,8,114.125,Expanded Negatives
AP3M1,8,2,46939,3722.0,30808.0,5.75,1257.0,2,418.0,Expanded Negatives
AP4B1,5,2,83260,1824.166666666667,11007.0,5.142857142857143,1651.833333333333,6,463.66666666666674,Expanded Negatives
AP4E1,28,2,127287,6698.0,97223.0,14.428571428571427,1942.5,5,621.2,Expanded Negatives
AP4M1,9,2,49977,1284.625,8796.0,9.823529411764708,873.8633093525181,12,261.4166666666667,Expanded Negatives
AP5M1,6,1,54767,3649.0,29818.0,4.222222222222221,957.1379310344827,6,210.83333333333331,Expanded Negatives
AP5Z1,5,1,88605,2581.6666666666665,18782.0,8.736842105263158,1221.4040404040404,10,366.9,Expanded Negatives
APAF1,20,4,141840,4408.666666666667,90292.0,14.384615384615385,3347.110465116279,9,895.3333333333335,Expanded Negatives
APBB1IP,16,2,73183,2073.0,129462.0,7.333333333333332,1630.5,2,419.0,Expanded Negatives
APEH,10,1,81225,1546.0,9957.0,9.0,1155.5092592592596,9,278.0,Expanded Negatives
APEX2,5,2,57401,3239.0,8694.0,5.5,1557.0,1,518.0,Expanded Negatives
API5,14,1,59005,2129.8571428571427,32566.0,8.363636363636363,1388.3950617283954,7,416.8571428571428,Expanded Negatives
APIP,7,1,27125,1246.0,63285.0,7.0,653.8,2,218.5,Expanded Negatives
APLF,3,3,56956,2502.5,188290.0,7.2857142857142865,1000.59375,4,342.25,Expanded Negatives
APLNR,3,1,42660,2699.0,3737.0,1.6666666666666667,1143.0,3,380.0,Expanded Negatives
APLP1,2,4,72176,1613.5,11892.0,10.25,1390.419642857143,8,375.125,Expanded Negatives
APMAP,12,1,46480,2159.5,29826.0,9.5,1239.421052631579,2,412.5,Expanded Negatives
APOA2,5,1,11175,404.875,1339.0,3.4,239.3125,9,75.44444444444444,Expanded Negatives
APOA5,2,1,41213,1450.666666666667,3053.0,3.6666666666666665,877.3636363636364,3,298.0,Expanded Negatives
APOBEC2,2,1,25703,1151.0,11207.0,3.0,675.0,1,224.0,Expanded Negatives
APOBEC3B,7,1,45924,1572.0,10457.0,7.5,1112.9,4,370.0,Expanded Negatives
