,genes
3273,IKZF3
3274,CARTPT
3275,ACY1
3276,M6PR
3277,PDGFRB
3278,TAF1D
3279,CUL4B
3280,ENTPD4
3281,KCNAB3
3282,PIP5K1A
3283,EDNRB
3284,ZFR
3285,MSH4
3286,TRIM11
3287,PPP2R3B
3288,SHOC2
3289,ZNF205
3290,CDC40
3291,MBD3
3292,FANCF
3293,HP1BP3
3294,PRSS16
3295,ZNF850
3296,PEX11A
3297,GYPA
3298,NR4A2
3299,JAM3
3300,POU3F3
3301,HNRNPC
3302,PLA2G4C
3303,TFPI
3304,ZNF350
3305,FZD7
3306,NUDT9
3307,OTC
3308,SCAMP4
3309,TGFBRAP1
3310,CERKL
3311,ZNF133
3312,PTPRT
3313,MSR1
3314,MALL
3315,SRRM4
3316,ZCCHC8
3317,E2F7
3318,EMC7
3319,FKBP8
3320,ANKRD53
3321,PSMA6
3322,DDX49
3323,TRPM7
3324,FGD5
3325,DAZ1
3326,RPS24
3327,SLC9A9
3328,EPHA5
3329,AKNA
3330,TTC21A
3331,MED19
3332,CDS1
3333,ZNF695
3334,RALB
3335,GC
3336,UTF1
3337,UBL4A
3338,DNAJB13
3339,GLCE
3340,CLIC5
3341,TYRO3
3342,ABRA
3343,TPST2
3344,ITCH
3345,FAM110A
3346,PDRG1
3347,SAE1
3348,ATP13A1
3349,RARA
3350,BCL2L13
3351,FGD3
3352,PTK6
3353,CLCC1
3354,SPEN
3355,CLTCL1
3356,CHST7
3357,SCN11A
3358,MAFA
3359,DDX58
3360,PAH
3361,HHEX
3362,JAM2
3363,ADIPOR1
3364,CPT1B
3365,WDR33
3366,IVD
3367,MPV17L2
3368,ZFAND5
3369,GTPBP8
3370,PAK6
3371,ARNT2
3372,GLYCTK
3373,TTLL11
3374,GCFC2
3375,NRROS
3376,ANO10
3377,SORBS3
3378,TESPA1
3379,MACC1
3380,SPTLC1
3381,MAGEL2
3382,YEATS4
3383,GEMIN7
3384,AFAP1L2
3385,CLVS2
3386,CNOT6
3387,ZNF449
3388,CSTF1
3389,CLC
3390,ZNF100
3391,CCDC116
3392,ZNF576
3393,SHPK
3394,MASTL
3395,ADHFE1
3396,MTMR10
3397,SLAMF1
3398,FNIP2
3399,FUT3
3400,FBXO10
3401,MMP2
3402,YIPF1
3403,POLQ
3404,SLC7A8
3405,HMGB4
3406,TRPV5
3407,CYP1A2
3408,RBFOX2
3409,ING2
3410,TNS1
3411,COL20A1
3412,FUT10
3413,IGF2R
3414,FBXL7
3415,BLVRA
3416,PTK7
3417,XPO4
3418,A2M
3419,PUM2
3420,HINFP
3421,STIM1
3422,UBE2O
3423,MPC1
3424,CIITA
3425,RAC2
3426,MDFIC
3427,FAM110C
3428,ANKRD2
3429,HAUS4
3430,PRDM13
3431,SMARCC2
3432,EXTL3
3433,CEP76
3434,RDH11
3435,SLC41A3
3436,ALOX5AP
3437,SKI
3438,IKZF1
3439,EAPP
3440,CMTM6
3441,APIP
3442,LFNG
3443,CD40
3444,TIGD4
3445,PCF11
3446,INTS5
3447,MYOZ1
3448,PTGES
3449,ENTPD1
3450,MEPE
3451,EGR2
3452,ZNF792
3453,FOXN4
3454,MRPL11
3455,ZCCHC17
3456,ISL1
3457,SAP30BP
3458,ABCG1
3459,RAB23
3460,ADCY6
3461,SLIT2
3462,MSANTD4
3463,NUP210
3464,ORMDL2
3465,NMBR
3466,TUBGCP4
3467,PPP1R10
3468,HDAC5
3469,MVD
3470,ERAL1
3471,LAGE3
3472,ZNF572
3473,DDX4
3474,EHF
3475,ASF1A
3476,NACAD
3477,CRLF1
3478,STYX
3479,LMLN
3480,PPP1R12C
3481,METTL7A
3482,SOHLH2
3483,DIS3L
3484,RXRG
3485,POU6F2
3486,SUN5
3487,R3HDM4
3488,CLDN7
3489,NDUFB1
3490,MZT1
3491,ZNF571
3492,ACAD11
3493,TMEM106B
3494,MYL12B
3495,SLC4A2
3496,DDX50
3497,SMURF1
3498,RBMS2
3499,GALNT14
3500,PXDNL
3501,DACH2
3502,GPAM
3503,DCTPP1
3504,FZD8
3505,BRD1
3506,CENPU
3507,ZFP91
3508,XRCC2
3509,PA2G4
3510,PCDHGA9
3511,BCL2
3512,AIDA
3513,RALY
3514,NFYB
3515,CDON
3516,CCKAR
3517,TBL1X
3518,PRR5L
3519,ZNF589
3520,OSBP
3521,KLKB1
3522,HIPK4
3523,TRAPPC2
3524,KLF10
3525,TET1
3526,FOXD2
3527,CABYR
3528,PLA2G6
3529,MB
3530,PGR
3531,DNAJC16
3532,DDX53
3533,NABP2
3534,MICU2
3535,COX6B1
3536,TMED2
3537,RPL27A
3538,ENPP1
3539,ARHGEF3
3540,SOCS2
3541,SRRT
3542,TOR3A
3543,SPINT2
3544,NRSN2
3545,CBR3
3546,DNAH11
3547,SHQ1
3548,CCDC14
3549,SSTR5
3550,MGAT4B
3551,NCBP1
3552,MKX
3553,FUCA1
3554,AAAS
3555,STRIP1
3556,TET2
3557,SHISA2
3558,SPSB3
3559,ASAH1
3560,KLF8
3561,TMEM114
3562,ZMAT3
3563,MANEAL
3564,REM2
3565,RCHY1
3566,USP2
3567,ZYX
3568,CEBPD
3569,RFXANK
3570,SOX11
3571,CEBPG
3572,ERP44
3573,RABGGTB
3574,SENP5
3575,TTLL10
3576,JMJD6
3577,COG7
3578,ATP7A
3579,ARHGAP19
3580,EXO1
3581,QTRT1
3582,PRPF6
3583,AURKA
3584,FOXA3
3585,TMC8
3586,CREB3L2
3587,FUNDC2
3588,ALDH9A1
3589,IFNL1
3590,BAZ2A
3591,GALNT11
3592,HOMEZ
3593,TRIB2
3594,TRABD2A
3595,OLIG1
3596,SAP130
3597,SNAPC5
3598,RRAGA
3599,NDFIP2
3600,PLAGL1
3601,TP53I3
3602,KXD1
3603,MED9
3604,TRIM54
3605,GK5
3606,KDF1
3607,ADSL
3608,ACOX3
3609,STK16
3610,NXN
3611,AKR1C3
3612,ELMOD3
3613,DUSP7
3614,SERPINB9
3615,GJB1
3616,SLC39A8
3617,NUP155
3618,LARP6
3619,RAD51AP1
3620,VCAM1
3621,DOHH
3622,MLLT10
3623,MRGBP
3624,ABCA10
3625,MYOZ3
3626,MYOM3
3627,PGM5
3628,SRP68
3629,TIE1
3630,TOP2B
3631,TMED5
3632,MCFD2
3633,PARD3
3634,KIF22
3635,ZNF232
3636,COA5
3637,SLC7A1
3638,FICD
3639,UBL5
3640,IL17RB
3641,ACAP2
3642,KCMF1
3643,ALB
3644,RREB1
3645,DMXL1
3646,CEP63
3647,AP4M1
3648,ARL5A
3649,DNTTIP1
3650,IGSF5
3651,IWS1
3652,PON3
3653,ZNF471
3654,METTL16
3655,PPP1R12B
3656,RPGRIP1L
3657,MYH1
3658,RBM4
3659,NMD3
3660,LZTFL1
3661,HOOK2
3662,MAP3K4
3663,HNRNPA0
3664,PRDM10
3665,DIABLO
3666,CHAC1
3667,TASP1
3668,TYRP1
3669,B3GALNT1
3670,HOXC13
3671,ZHX2
3672,BCL3
3673,SLC38A7
3674,NHLRC2
3675,SLC4A8
3676,MRPL3
3677,USP40
3678,YRDC
3679,ZNF622
3680,BMP4
3681,MEAF6
3682,SLC26A9
3683,SLC39A3
3684,FAT4
3685,OLIG2
3686,CHST4
3687,INHBA
3688,MEGF11
3689,SOAT1
3690,AJUBA
3691,NVL
3692,TECR
3693,ZNF649
3694,GPR20
3695,FSTL4
3696,PSMD3
3697,PTPRJ
3698,STAC2
3699,TRIM33
3700,BPIFB2
3701,MIER3
3702,TMOD3
3703,ZNF480
3704,LYVE1
3705,NDUFAF1
3706,PRAM1
3707,MRPL30
3708,CDKN2A
3709,SLC31A2
3710,GBF1
3711,LDLRAP1
3712,SYNPO2
3713,SUPT7L
3714,SMTNL2
3715,FGFR1OP2
3716,CD1E
3717,MTMR3
3718,RNF139
3719,MARK3
3720,ZNF268
3721,HNRNPM
3722,GLTP
3723,ZNF296
3724,CDK18
3725,POMZP3
3726,KDM5B
3727,MAPK15
3728,BUB1
3729,ABCC1
3730,PEG10
3731,LOXL1
3732,GADD45GIP1
3733,ZFYVE16
3734,NUDC
3735,ZSCAN21
3736,KLRG1
3737,ZRANB3
3738,PAIP1
3739,FRMD6
3740,SIX6
3741,ZNF613
3742,HEATR1
3743,C5
3744,CD109
3745,KIF18A
3746,FKTN
3747,CD200R1L
3748,EGF
3749,MAT1A
3750,ZKSCAN2
3751,OFD1
3752,DDX31
3753,PCSK9
3754,ZNF575
3755,BTN3A2
3756,CARD11
3757,ATG16L2
3758,CBLL1
3759,SNAPC1
3760,DCLK3
3761,POLR2D
3762,NBR1
3763,FXYD1
3764,ZBTB24
3765,DSC3
3766,RB1
3767,KIF14
3768,IL1RL2
3769,RASGRF1
3770,TRIM16
3771,NOC2L
3772,USF2
3773,IFT81
3774,ALDH18A1
3775,ORC3
3776,MSN
3777,ANO6
3778,TBC1D13
3779,SVIL
3780,LRBA
3781,ARL6IP4
3782,ABCB11
3783,FBXO21
3784,SBDS
3785,NKX2-1
3786,PLEKHH2
3787,EIF1B
3788,GDF11
3789,CDX1
3790,UNKL
3791,INO80B
3792,RBM23
3793,SUCO
3794,EIF5A2
3795,SRCAP
3796,NR2E1
3797,COPS7B
3798,FAM124B
3799,MUC5B
3800,SCML2
3801,ZNF507
3802,ZNF778
3803,ANGPT2
3804,SFSWAP
3805,WDR3
3806,GLI2
3807,FSD2
3808,HLA-G
3809,POLE4
3810,BICD2
3811,KIF18B
3812,NELFB
3813,TBC1D22B
3814,CYTH1
3815,DEGS1
3816,TBL3
3817,DNAJC14
3818,CATSPER4
3819,TBCB
3820,TRIM29
3821,MDM1
3822,RBM25
3823,UBE3A
3824,GRHL2
3825,ONECUT1
3826,CENPI
3827,ALDH1B1
3828,NAA40
3829,ZIC5
3830,ZNF584
3831,PITHD1
3832,SELL
3833,CDC7
3834,SFR1
3835,SRP19
3836,RPS29
3837,NPY1R
3838,RFC1
3839,SGSM3
3840,RIN2
3841,TSEN15
3842,LMOD3
3843,CTSD
3844,FANK1
3845,RHOBTB1
3846,POMGNT2
3847,TJP3
3848,PHF20L1
3849,ZMYM6
3850,SLC6A15
3851,GEMIN8
3852,NPL
3853,NADK2
3854,UTP15
3855,CRYL1
3856,STRBP
3857,AP5M1
3858,TARBP2
3859,ZNF200
3860,SNX20
3861,KCNIP2
3862,DSTYK
3863,EIF4H
3864,FRMPD2
3865,E2F1
3866,PCDHA11
3867,BBOX1
3868,PLEKHA7
3869,XYLT2
3870,THAP11
3871,CREBZF
3872,RND1
3873,APOL1
3874,TFEB
3875,CLOCK
3876,SULT1A2
3877,MED13L
3878,ZNF441
3879,GAL3ST4
3880,MAPKBP1
3881,ZNF500
3882,NTAN1
3883,RAB11FIP1
3884,SULF1
3885,ARAF
3886,GLB1L2
3887,RBCK1
3888,MAP3K8
3889,IL17RA
3890,REPIN1
3891,MRI1
3892,IFT88
3893,GDPD5
3894,KLHL40
3895,FRMD7
3896,SLC25A23
3897,POLR2B
3898,PARN
3899,POLB
3900,TIRAP
3901,CIRBP
3902,ATXN10
3903,ARHGEF15
3904,ST6GAL1
3905,SULT4A1
3906,FRAS1
3907,NFE2L1
3908,ITGA1
3909,TRPV4
3910,NCOA7
3911,CDCA7
3912,SYDE2
3913,GGT5
3914,ZNF107
3915,OTX1
3916,ZNF726
3917,RTF1
3918,FLCN
3919,GCAT
3920,COL3A1
3921,TXNDC12
3922,DTX3
3923,PRPF40B
3924,RBM42
3925,APEH
3926,ARHGAP24
3927,TERF2
3928,SULF2
3929,ANKRD6
3930,ARHGAP36
3931,AKT1S1
3932,PPP1R13B
3933,ITGAL
3934,MYBPC1
3935,TRAPPC10
3936,MYO1A
3937,SCAPER
3938,AOC2
3939,TSPAN14
3940,EIF2S3
3941,APLP1
3942,STK11IP
3943,UHMK1
3944,CHTF18
3945,SLC5A4
3946,PIM1
3947,JADE1
3948,ZNF776
3949,ECEL1
3950,GALNT4
3951,PLEKHM3
3952,PDE9A
3953,RAD9A
3954,TRMT61B
3955,NCAPG
3956,ENGASE
3957,ABCB10
3958,DNAJC30
3959,DDHD2
3960,BCLAF1
3961,LRP10
3962,WDR18
3963,DTL
3964,CDKN3
3965,TENM1
3966,ABTB1
3967,CDC42SE2
3968,CERS6
3969,SLC9A3
3970,MMAB
3971,SEC24B
3972,NOC4L
3973,STK31
3974,MARS2
3975,FBP1
3976,FAH
3977,PDGFC
3978,NFIL3
3979,UBE2G1
3980,CYSTM1
3981,GAN
3982,CD46
3983,NCR3LG1
3984,RBMX2
3985,EMC2
3986,ZNF136
3987,CMA1
3988,NDRG4
3989,FAM111A
3990,LGALS4
3991,SUMO4
3992,ETF1
3993,ZHX1
3994,CD209
3995,VPS37B
3996,ZSCAN2
3997,TSHR
3998,TWF2
3999,CHN1
4000,FBXL2
4001,RCBTB2
4002,IQCB1
4003,PCBP3
4004,NOX5
4005,PDPR
4006,SLC25A2
4007,SOCS6
4008,PIM3
4009,LRIG2
4010,BACE2
4011,PEX12
4012,TEKT1
4013,GPBP1L1
4014,FOXN2
4015,ZNF121
4016,XIRP1
4017,PRL
4018,TECPR1
4019,HNRNPF
4020,ADCY7
4021,KANSL1L
4022,CEP164
4023,LRR1
4024,TBC1D7
4025,VPS13A
4026,KRT10
4027,EFCAB6
4028,ICOSLG
4029,EGFL7
4030,ZNF280C
4031,PNN
4032,RNF180
4033,ACBD3
4034,MLPH
4035,MOCOS
4036,TEX11
4037,MRPS7
4038,DOCK6
4039,CLDN9
4040,PLOD2
4041,CERK
4042,GAR1
4043,ASAP2
4044,KRT15
4045,SLA
4046,LSP1
4047,RGS1
4048,TRIM28
4049,RFX5
4050,FOXJ2
4051,UBQLN1
4052,FCGR3B
4053,MYPOP
4054,TBR1
4055,EPB41L4B
4056,ARMCX2
4057,SULT1A4
4058,TBX15
4059,GEMIN5
4060,HBS1L
4061,ADAMTSL4
4062,TCAP
4063,PROM1
4064,KCNA5
4065,SGPP1
4066,PRPF4B
4067,RING1
4068,P2RY14
4069,FBXO22
4070,KATNA1
4071,ZNF333
4072,PIP
4073,NUF2
4074,LIPA
4075,POU2F2
4076,COPE
4077,ZNF454
4078,IP6K3
4079,SF3A3
4080,PCDHB7
4081,NAA35
4082,GSTT2B
4083,NPAS1
4084,AGGF1
4085,SPRY2
4086,THOC1
4087,PTP4A2
4088,MMP8
4089,COL9A3
4090,FBXW8
4091,PSMF1
4092,RPP30
4093,ZFP36L1
4094,ZFYVE9
4095,SLC25A24
4096,APOL6
4097,RGS20
4098,PACS2
4099,TDRD9
4100,DDB1
4101,TMX1
4102,CCKBR
4103,MAN1A2
4104,RNF6
4105,SEC16A
4106,RB1CC1
4107,EFNA4
4108,OVGP1
4109,ALG6
4110,MCM2
4111,TRIM72
4112,ELMO3
4113,PPIAL4D
4114,PAX8
4115,SDC1
4116,DNAJC8
4117,CITED2
4118,ZMYM3
4119,PDK3
4120,PELI2
4121,IGLL5
4122,ITPR3
4123,DCUN1D4
4124,PGP
4125,USPL1
4126,ATG14
4127,ZNF771
4128,RBM39
4129,PRDM6
4130,HCLS1
4131,CUL2
4132,PRDX4
4133,SPIN2B
4134,PLIN5
4135,GPKOW
4136,TNFRSF1A
4137,TRIM31
4138,ZNF469
4139,SKP2
4140,RECQL4
4141,PCDHAC2
4142,ZNF189
4143,FOXD3
4144,SMAP1
4145,TNFRSF21
4146,NOTCH2
4147,VSTM4
4148,AVPR1A
4149,TRPC3
4150,SIRT7
4151,JAG1
4152,ANAPC10
4153,THEMIS2
4154,TBC1D31
4155,EIF2B3
4156,ARPP19
4157,SSH2
4158,PHC1
4159,EPN3
4160,ZNF160
4161,SF1
4162,EDEM2
4163,IPO4
4164,ARHGAP17
4165,TRAT1
4166,KLHL7
4167,SSU72
4168,MLXIP
4169,ARHGAP27
4170,CHD3
4171,ATOX1
4172,CLDN10
4173,KLHDC10
4174,RHD
4175,FOXL1
4176,SNAPC2
4177,MSX2
4178,METTL22
4179,LMO3
4180,FRMD5
4181,SHCBP1
4182,NDUFA13
4183,CASP9
4184,PPIE
4185,PTOV1
4186,TRPM4
4187,FAM207A
4188,NOS2
4189,DUSP27
4190,EPHA10
4191,POMT1
4192,CTPS2
4193,CHI3L1
4194,TIMP3
4195,MAGEB4
4196,CBLC
4197,NPM2
4198,HAS1
4199,SLC25A35
4200,IL12RB2
4201,POLR3D
4202,JMY
4203,AVIL
4204,TANK
4205,GFRA1
4206,FDXR
4207,SPRED1
4208,FAM76A
4209,CROT
4210,CCDC134
4211,RRM2
4212,SLC39A14
4213,CAV2
4214,CLDN2
4215,TTLL7
4216,MYOZ2
4217,MMP14
4218,TLK1
4219,PAN2
4220,VSIG10L
4221,ABCB6
4222,ACAD9
4223,PITRM1
4224,GBP3
4225,PIP5K1B
4226,TSPAN31
4227,NBAS
4228,TRIM22
4229,ARL13A
4230,HOXB2
4231,PLG
4232,NDC80
4233,PRICKLE1
4234,KLHL13
4235,GINS4
4236,DBF4B
4237,NAA38
4238,LAMC2
4239,MAP3K5
4240,SREBF1
4241,IFI30
4242,MYH13
4243,NR1D2
4244,CYP2A7
4245,SLC12A7
4246,MED18
4247,BRMS1
4248,UPB1
4249,MYO18B
4250,ZC3HAV1L
4251,PDE3B
4252,RNASEH2C
4253,ZBTB12
4254,ARHGEF19
4255,BMF
4256,XAF1
4257,RFC2
4258,ZNF648
4259,ERRFI1
4260,EMID1
4261,STIL
4262,TACC2
4263,GALR1
4264,ATG9A
4265,CD55
4266,EFTUD2
4267,HAO2
4268,UGGT1
4269,JADE2
4270,PLXNB1
4271,GPD1L
4272,TMEM17
4273,XIAP
4274,MSH2
4275,PIGA
4276,RPTN
4277,UBQLNL
4278,ZC3HC1
4279,STK3
4280,CCNL2
4281,GRTP1
4282,BLMH
4283,EML1
4284,MELK
4285,MISP
4286,PRKAB1
4287,DCUN1D3
4288,LPAR2
4289,DPYD
4290,ZNF502
4291,CD247
4292,RIPK3
4293,ABCE1
4294,PDIK1L
4295,TMEM190
4296,FSTL3
4297,ANKRA2
4298,AGO3
4299,PWWP2A
4300,EPS8L3
4301,CCNA1
4302,CD101
4303,MAP3K3
4304,ZBTB41
4305,ZNF84
4306,VMP1
4307,UBE2A
4308,PFKFB1
4309,CTDSP2
4310,ASH2L
4311,FAR2
4312,PLCL2
4313,ZNF845
4314,GOLPH3L
4315,SPRY3
4316,ZIM2
4317,PCDHB2
4318,ACTR5
4319,SP8
4320,ATAD2B
4321,CYP7B1
4322,UBASH3B
4323,NANS
4324,GALNT12
4325,FBXW11
4326,GTF2A1
4327,B3GALT1
4328,MAGEA10
4329,LRRC18
4330,DLX2
4331,MAT2A
4332,SAFB
4333,IGFBP7
4334,THOC7
4335,BRD4
4336,RCBTB1
4337,ABTB2
4338,ST6GALNAC1
4339,CYP17A1
4340,DLC1
4341,BNIP2
4342,SMARCA2
4343,CCDC28B
4344,METTL1
4345,PIPOX
4346,SATB2
4347,SOX6
4348,ZC3H7A
4349,HTRA2
4350,ZNF224
4351,TLE3
4352,CCIN
4353,SERPINB2
4354,TPMT
4355,SLC22A18
4356,NSUN2
4357,KRT26
4358,LAPTM4A
4359,AP1AR
4360,AGO1
4361,JDP2
4362,PRDX3
4363,SLC43A2
4364,NUP98
4365,PI4K2B
4366,RHOQ
4367,SOX13
4368,CRY1
4369,GALNT9
4370,DCAF12L2
4371,FBXL6
4372,METTL3
4373,ZBTB47
4374,NUCB1
4375,CRIP1
4376,ZNF385A
4377,KLF4
4378,L2HGDH
4379,PIAS4
4380,RNF181
4381,LMCD1
4382,HDAC2
4383,PEX10
4384,HMGB2
4385,CKAP2
4386,PCDHB14
4387,PTGES3
4388,ILF2
4389,CRABP1
4390,VGLL2
4391,ETV3
4392,COL4A2
4393,QPRT
4394,DYRK3
4395,SLC38A6
4396,ELP3
4397,NELFE
4398,MED12
4399,PRPSAP2
4400,MRPL4
4401,HS6ST1
4402,MAPK12
4403,ZNF182
4404,TSHZ1
4405,BCKDHA
4406,DDX28
4407,FOXC2
4408,RRAGD
4409,UNC93B1
4410,ZNF281
4411,HNRNPL
4412,HACL1
4413,SSB
4414,CNN2
4415,PDE3A
4416,ST6GALNAC6
4417,RRM2B
4418,LDLRAD4
4419,SHOX
4420,SUPT6H
4421,ZNF816
4422,PHAX
4423,PRPF19
4424,TNNI3K
4425,SLC38A10
4426,MAGED2
4427,RECK
4428,ZNF599
4429,CEP120
4430,BLOC1S1
4431,BHLHB9
4432,IFT43
4433,UBE2Q1
4434,DCST1
4435,PLEKHF1
4436,G3BP1
4437,PDE1B
4438,SCARF1
4439,LYAR
4440,NEK11
4441,MCM3
4442,NFIA
4443,PTS
4444,EDA2R
4445,MUC13
4446,SH3RF1
4447,FBXO30
4448,RGS18
4449,UHRF2
4450,ADAMTSL1
4451,TERF2IP
4452,LYPLAL1
4453,PALD1
4454,STOML3
4455,QSOX2
4456,PHLDB2
4457,ABCF1
4458,VGLL1
4459,TNFRSF10B
4460,CHST9
4461,STARD3
4462,TCIRG1
4463,CYP4A22
4464,CEP72
4465,PIK3CG
4466,RPA3
4467,PTPN6
4468,NKX2-2
4469,TRIM8
4470,PSMB8
4471,TBC1D30
4472,PPP1R18
4473,KLHL14
4474,UTP3
4475,ZSCAN25
4476,MICU1
4477,RNASEH2B
4478,DHPS
4479,ESCO1
4480,JAG2
4481,PEX16
4482,ESR1
4483,SIAH2
4484,HIF1AN
4485,PLBD2
4486,MAP2K5
4487,TMEM134
4488,PIGT
4489,FAM110B
4490,PIGG
4491,SLC16A2
4492,BEND5
4493,FBL
4494,ARHGAP15
4495,HBG2
4496,RPL26
4497,RFX6
4498,JMJD1C
4499,TK2
4500,CD79B
4501,USP34
4502,CDK15
4503,LPAR4
4504,MEX3A
4505,MRPL2
4506,CGB1
4507,NEK7
4508,ZNF431
4509,PRM1
4510,TOM1
4511,PTTG1
4512,MYLK2
4513,CAMSAP1
4514,SMAD2
4515,PSMD4
4516,TADA2B
4517,RALGPS1
4518,MIPEP
4519,PCDHA9
4520,THUMPD1
4521,PSMB2
4522,ZNF641
4523,TPM4
4524,VPS37A
4525,RNF17
4526,HMG20B
4527,SCARA3
4528,RBM45
4529,LRTOMT
4530,STK11
4531,RBBP8
4532,AMBP
4533,TXK
4534,PNRC2
4535,ZRANB1
4536,UBAP2
4537,RAB39B
4538,COMMD10
4539,ZNF526
4540,FNTA
4541,PIGP
4542,YBX1
4543,SCO2
4544,MTHFD2
4545,RBM5
4546,LURAP1
4547,TMEM11
4548,ZNF577
4549,ALG3
4550,MLLT11
4551,NTHL1
4552,ANKRD50
4553,WRAP73
4554,EFHC1
4555,CRIM1
4556,IL1RL1
4557,FNBP4
4558,KDR
4559,PSMA8
4560,CLPB
4561,ELANE
4562,PXT1
4563,ITPA
4564,KLRD1
4565,CACNA1G
4566,EIF3L
4567,ZFP57
4568,SERPIND1
4569,DCTN5
4570,PIF1
4571,SET
4572,PIAS2
4573,FBXO40
4574,TMPRSS11A
4575,USP44
4576,ARMC6
4577,CPNE8
4578,MRPL9
4579,TNFAIP1
4580,EP400
4581,SUOX
4582,NUP50
4583,COG2
4584,STK17A
4585,NCAPG2
4586,FAM222B
4587,ATP4A
4588,MYLK
4589,STAB1
4590,MGME1
4591,ABCC9
4592,THUMPD3
4593,AGFG1
4594,MED1
4595,PNISR
4596,TSR1
4597,TNK2
4598,ZNF184
4599,WBP2NL
4600,GRK4
4601,PER2
4602,TRMT10A
4603,EXOSC4
4604,FBXL12
4605,ACVR1
4606,CDK2
4607,TMEM138
4608,CBR1
4609,YTHDC2
4610,RALGAPA1
4611,SLC12A9
4612,DEDD2
4613,CHERP
4614,MSL3
4615,TRAF3IP1
4616,MIS18BP1
4617,IFITM2
4618,SLTM
4619,LDLRAD3
4620,MOSPD2
4621,RPS28
4622,ATXN7
4623,CHD8
4624,BBX
4625,SLC38A4
4626,LRRFIP1
4627,SPATA33
4628,ZNF619
4629,DEPDC7
4630,ZNF101
4631,TEAD4
4632,CYGB
4633,DNAAF2
4634,RTKN
4635,TFCP2
4636,DENND1C
4637,LRP5
4638,DDIT4
4639,ERCC6
4640,BCAR1
4641,TEAD3
4642,YIPF5
4643,SURF6
4644,FNDC8
4645,ATP13A2
4646,EPHB4
4647,RPS4Y1
4648,RBL1
4649,PCIF1
4650,PODXL2
4651,OVOL1
4652,HSPB2
4653,CDA
4654,PPP6R3
4655,SIKE1
4656,STT3B
4657,PLS1
4658,TMCC2
4659,MECOM
4660,NPM3
4661,HSF1
4662,KIR3DL1
4663,WBP2
4664,RPL10L
4665,DCUN1D2
4666,EXOC3L1
4667,ZNF300
4668,DNAJC7
4669,MPZL1
4670,CCND1
4671,LRRC49
4672,HSD17B7
4673,CXXC5
4674,PTP4A1
4675,CRYZL1
4676,SMS
4677,ATG3
4678,CLIC6
4679,IL12B
4680,RUNX2
4681,STT3A
4682,ZNF195
4683,PAXIP1
4684,TEKT2
4685,MYBBP1A
4686,RPL7L1
4687,DDTL
4688,NAA50
4689,PEX5
4690,SLC25A17
4691,FEZF1
4692,MLH1
4693,NCOA1
4694,KPNA6
4695,IKZF4
4696,CELF2
4697,LYRM7
4698,GDPD3
4699,PLEKHO2
4700,MYL12A
4701,AGTRAP
4702,HOXD3
4703,MPLKIP
4704,BAZ1A
4705,EPB41L5
4706,CHD7
4707,ETV3L
4708,TMEM184A
4709,IQCE
4710,KLK5
4711,TTC1
4712,MYLPF
4713,DNAJA4
4714,MRPL52
4715,EIF2D
4716,PLB1
4717,ZNF80
4718,SPG21
4719,IMP3
4720,VEPH1
4721,FAM168B
4722,TERT
4723,TMPRSS11E
4724,CLCN2
4725,CREM
4726,NAB2
4727,POMGNT1
4728,SIAE
4729,GMFB
4730,RORC
4731,BCL9L
4732,CDH24
4733,ZBED1
4734,DPY19L4
4735,OGFR
4736,VBP1
4737,TAF4
4738,ANKMY2
4739,IFIT1
4740,PRDM15
4741,SAR1B
4742,LAT2
4743,MEP1A
4744,ZNF653
4745,SLC7A10
4746,SLC22A11
4747,GP1BA
4748,CMYA5
4749,PCSK1N
4750,TRAK1
4751,NRL
4752,PHACTR2
4753,MMRN1
4754,ZNF302
4755,LOXL3
4756,ERAP2
4757,PCDHA12
4758,ZNF22
4759,MIOS
4760,MTPAP
4761,RPA2
4762,MTA2
4763,HLA-B
4764,B4GALNT2
4765,KRT86
4766,NAA25
4767,CGNL1
4768,RNF39
4769,SCNN1A
4770,MTPN
4771,CORO7
4772,ZNF665
4773,GNL2
4774,ZNF335
4775,ZNF33A
4776,ZCCHC7
4777,PCBD2
4778,LAMTOR1
4779,SLC22A13
4780,ZSCAN30
4781,CRELD2
4782,CRY2
4783,TDRD5
4784,CHD4
4785,SMARCA4
4786,CDT1
4787,DPP9
4788,TRRAP
4789,CEP170B
4790,NBN
4791,RBBP5
4792,INMT
4793,ZIC3
4794,ADH5
4795,MED25
4796,ANKLE2
4797,ELMO1
4798,TCF23
4799,FUBP1
4800,TMCO1
4801,SRSF1
4802,PCDHGC5
4803,UBXN10
4804,NOD1
4805,SPCS2
4806,C1QTNF3
4807,EGLN2
4808,TCTEX1D4
4809,ERAP1
4810,ZNF732
4811,MUC12
4812,FRMD1
4813,SLC9A5
4814,ZNF485
4815,AAMP
4816,FBXO9
4817,SCP2
4818,ATF2
4819,ZSCAN5A
4820,FOXF2
4821,RASGEF1A
4822,NUDT11
4823,ZNF770
4824,COX20
4825,ITGA6
4826,AQP8
4827,POLR3B
4828,RLIM
4829,NFKBIA
4830,L3MBTL3
4831,LRMP
4832,SNRNP48
4833,RLF
4834,TTC21B
4835,SSTR4
4836,EBF1
4837,ASF1B
4838,RPS19BP1
4839,CCNC
4840,DND1
4841,KIF4B
4842,PNPLA3
4843,ZNF426
4844,ZNF672
4845,GADD45A
4846,LONP2
4847,ZNF48
